p30_id,source_issue_id,phase,priority,severity,category,gate,path,title,disposition,owner,blocker,next_pass_target,evidence
P30-ABSORB-0085,AIDENS-HA-20260508-0085,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0086,AIDENS-HA-20260508-0086,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0087,AIDENS-HA-20260508-0087,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0088,AIDENS-HA-20260508-0088,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0089,AIDENS-HA-20260508-0089,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0090,AIDENS-HA-20260508-0090,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0091,AIDENS-HA-20260508-0091,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0092,AIDENS-HA-20260508-0092,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0093,AIDENS-HA-20260508-0093,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0094,AIDENS-HA-20260508-0094,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0095,AIDENS-HA-20260508-0095,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/release_completion.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0096,AIDENS-HA-20260508-0096,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0097,AIDENS-HA-20260508-0097,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0098,AIDENS-HA-20260508-0098,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0099,AIDENS-HA-20260508-0099,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0100,AIDENS-HA-20260508-0100,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0101,AIDENS-HA-20260508-0101,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0102,AIDENS-HA-20260508-0102,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0103,AIDENS-HA-20260508-0103,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0104,AIDENS-HA-20260508-0104,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0105,AIDENS-HA-20260508-0105,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0106,AIDENS-HA-20260508-0106,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0107,AIDENS-HA-20260508-0107,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0108,AIDENS-HA-20260508-0108,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0109,AIDENS-HA-20260508-0109,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0110,AIDENS-HA-20260508-0110,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0111,AIDENS-HA-20260508-0111,P30-03,P1,High,REPLAY-IDENTITY,must-fix,AiDENs/crates/aidens-contracts/src/reserved_v11.rs,Process-local generated_artifact_id used outside its definition,fixed,P30,,,code diff; cargo check/test/clippy/doc logs; scripts/verify.sh; p30_guard hard=0
P30-ABSORB-0112,AIDENS-HA-20260508-0112,P30-04,P1,High,RETRY-EVIDENCE,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-runner/src/lib.rs,Provider retry loop records shallow string warnings instead of full attempt-family receipts,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0113,AIDENS-HA-20260508-0113,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0114,AIDENS-HA-20260508-0114,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0115,AIDENS-HA-20260508-0115,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0116,AIDENS-HA-20260508-0116,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0117,AIDENS-HA-20260508-0117,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0118,AIDENS-HA-20260508-0118,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0119,AIDENS-HA-20260508-0119,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0120,AIDENS-HA-20260508-0120,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0121,AIDENS-HA-20260508-0121,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0122,AIDENS-HA-20260508-0122,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0123,AIDENS-HA-20260508-0123,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0124,AIDENS-HA-20260508-0124,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0125,AIDENS-HA-20260508-0125,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0126,AIDENS-HA-20260508-0126,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0127,AIDENS-HA-20260508-0127,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0128,AIDENS-HA-20260508-0128,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0129,AIDENS-HA-20260508-0129,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0130,AIDENS-HA-20260508-0130,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0131,AIDENS-HA-20260508-0131,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0132,AIDENS-HA-20260508-0132,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
P30-ABSORB-0133,AIDENS-HA-20260508-0133,P30-05,P1,High,SILENT-DEGRADATION,must-fix-or-explicit-quarantine,AiDENs/crates/aidens-agency-kit/src/lib.rs,unwrap_or_default can erase failure context,quarantined,P31 hardening owner,Requires broader architectural or historical gate restoration outside this focused runtime pass.,P31 targeted closure for this row before any release-certified claim.,handoffs/p30/UNRESOLVED_RISK_LEDGER.md; handoffs/p30/V11B_CONFORMANCE_DEBT_LEDGER.md
